Copyright Â© 1991-2013 Unicode, Inc.
CLDR data files are interpreted according to the LDML specification (http://unicode.org/reports/tr35/)
For terms of use, see http://www.unicode.org/copyright.html

"AUS Central Standard Time","001","Australia/Darwin"
"AUS Central Standard Time","AU","Australia/Darwin"
"AUS Eastern Standard Time","001","Australia/Sydney"
"AUS Eastern Standard Time","AU","Australia/Sydney Australia/Melbourne"
"Afghanistan Standard Time","001","Asia/Kabul"
"Afghanistan Standard Time","AF","Asia/Kabul"
"Alaskan Standard Time","001","America/Anchorage"
"Alaskan Standard Time","US","America/Anchorage America/Juneau America/Nome America/Sitka America/Yakutat"
"Arab Standard Time","001","Asia/Riyadh"
"Arab Standard Time","BH","Asia/Bahrain"
"Arab Standard Time","KW","Asia/Kuwait"
"Arab Standard Time","QA","Asia/Qatar"
"Arab Standard Time","SA","Asia/Riyadh"
"Arab Standard Time","YE","Asia/Aden"
"Arabian Standard Time","001","Asia/Dubai"
"Arabian Standard Time","AE","Asia/Dubai"
"Arabian Standard Time","OM","Asia/Muscat"
"Arabian Standard Time","ZZ","Etc/GMT-4"
"Arabic Standard Time","001","Asia/Baghdad"
"Arabic Standard Time","IQ","Asia/Baghdad"
"Argentina Standard Time","001","America/Buenos_Aires"
"Argentina Standard Time","AR","America/Buenos_Aires America/Argentina/La_Rioja America/Argentina/Rio_Gallegos America/Argentina/Salta America/Argentina/San_Juan America/Argentina/San_Luis America/Argentina/Tucuman America/Argentina/Ushuaia America/Catamarca America/Cordoba America/Jujuy America/Mendoza"
"Atlantic Standard Time","001","America/Halifax"
"Atlantic Standard Time","BM","Atlantic/Bermuda"
"Atlantic Standard Time","CA","America/Halifax America/Glace_Bay America/Goose_Bay America/Moncton"
"Atlantic Standard Time","GL","America/Thule"
"Azerbaijan Standard Time","001","Asia/Baku"
"Azerbaijan Standard Time","AZ","Asia/Baku"
"Azores Standard Time","001","Atlantic/Azores"
"Azores Standard Time","GL","America/Scoresbysund"
"Azores Standard Time","PT","Atlantic/Azores"
"Bahia Standard Time","001","America/Bahia"
"Bahia Standard Time","BR","America/Bahia"
"Bangladesh Standard Time","001","Asia/Dhaka"
"Bangladesh Standard Time","BD","Asia/Dhaka"
"Bangladesh Standard Time","BT","Asia/Thimphu"
"Belarus Standard Time","001","Europe/Minsk"
"Belarus Standard Time","BY","Europe/Minsk"
"Canada Central Standard Time","001","America/Regina"
"Canada Central Standard Time","CA","America/Regina America/Swift_Current"
"Cape Verde Standard Time","001","Atlantic/Cape_Verde"
"Cape Verde Standard Time","CV","Atlantic/Cape_Verde"
"Cape Verde Standard Time","ZZ","Etc/GMT+1"
"Caucasus Standard Time","001","Asia/Yerevan"
"Caucasus Standard Time","AM","Asia/Yerevan"
"Cen. Australia Standard Time","001","Australia/Adelaide"
"Cen. Australia Standard Time","AU","Australia/Adelaide Australia/Broken_Hill"
"Central America Standard Time","001","America/Guatemala"
"Central America Standard Time","BZ","America/Belize"
"Central America Standard Time","CR","America/Costa_Rica"
"Central America Standard Time","EC","Pacific/Galapagos"
"Central America Standard Time","GT","America/Guatemala"
"Central America Standard Time","HN","America/Tegucigalpa"
"Central America Standard Time","NI","America/Managua"
"Central America Standard Time","SV","America/El_Salvador"
"Central America Standard Time","ZZ","Etc/GMT+6"
"Central Asia Standard Time","001","Asia/Almaty"
"Central Asia Standard Time","AQ","Antarctica/Vostok"
"Central Asia Standard Time","CN","Asia/Urumqi"
"Central Asia Standard Time","IO","Indian/Chagos"
"Central Asia Standard Time","KG","Asia/Bishkek"
"Central Asia Standard Time","KZ","Asia/Almaty Asia/Qyzylorda"
"Central Asia Standard Time","ZZ","Etc/GMT-6"
"Central Brazilian Standard Time","001","America/Cuiaba"
"Central Brazilian Standard Time","BR","America/Cuiaba America/Campo_Grande"
"Central Europe Standard Time","001","Europe/Budapest"
"Central Europe Standard Time","AL","Europe/Tirane"
"Central Europe Standard Time","CZ","Europe/Prague"
"Central Europe Standard Time","HU","Europe/Budapest"
"Central Europe Standard Time","ME","Europe/Podgorica"
"Central Europe Standard Time","RS","Europe/Belgrade"
"Central Europe Standard Time","SI","Europe/Ljubljana"
"Central Europe Standard Time","SK","Europe/Bratislava"
"Central European Standard Time","001","Europe/Warsaw"
"Central European Standard Time","BA","Europe/Sarajevo"
"Central European Standard Time","HR","Europe/Zagreb"
"Central European Standard Time","MK","Europe/Skopje"
"Central European Standard Time","PL","Europe/Warsaw"
"Central Pacific Standard Time","001","Pacific/Guadalcanal"
"Central Pacific Standard Time","AU","Antarctica/Macquarie"
"Central Pacific Standard Time","FM","Pacific/Ponape Pacific/Kosrae"
"Central Pacific Standard Time","NC","Pacific/Noumea"
"Central Pacific Standard Time","PG","Pacific/Bougainville"
"Central Pacific Standard Time","SB","Pacific/Guadalcanal"
"Central Pacific Standard Time","VU","Pacific/Efate"
"Central Pacific Standard Time","ZZ","Etc/GMT-11"
"Central Standard Time","001","America/Chicago"
"Central Standard Time","CA","America/Winnipeg America/Rainy_River America/Rankin_Inlet America/Resolute"
"Central Standard Time","MX","America/Matamoros"
"Central Standard Time","US","America/Chicago America/Indiana/Knox America/Indiana/Tell_City America/Menominee America/North_Dakota/Beulah America/North_Dakota/Center America/North_Dakota/New_Salem"
"Central Standard Time","ZZ","CST6CDT"
"Central Standard Time (Mexico)","001","America/Mexico_City"
"Central Standard Time (Mexico)","MX","America/Mexico_City America/Bahia_Banderas America/Merida America/Monterrey"
"China Standard Time","001","Asia/Shanghai"
"China Standard Time","CN","Asia/Shanghai"
"China Standard Time","HK","Asia/Hong_Kong"
"China Standard Time","MO","Asia/Macau"
"Dateline Standard Time","001","Etc/GMT+12"
"Dateline Standard Time","ZZ","Etc/GMT+12"
"E. Africa Standard Time","001","Africa/Nairobi"
"E. Africa Standard Time","AQ","Antarctica/Syowa"
"E. Africa Standard Time","DJ","Africa/Djibouti"
"E. Africa Standard Time","ER","Africa/Asmera"
"E. Africa Standard Time","ET","Africa/Addis_Ababa"
"E. Africa Standard Time","KE","Africa/Nairobi"
"E. Africa Standard Time","KM","Indian/Comoro"
"E. Africa Standard Time","MG","Indian/Antananarivo"
"E. Africa Standard Time","SD","Africa/Khartoum"
"E. Africa Standard Time","SO","Africa/Mogadishu"
"E. Africa Standard Time","SS","Africa/Juba"
"E. Africa Standard Time","TZ","Africa/Dar_es_Salaam"
"E. Africa Standard Time","UG","Africa/Kampala"
"E. Africa Standard Time","YT","Indian/Mayotte"
"E. Africa Standard Time","ZZ","Etc/GMT-3"
"E. Australia Standard Time","001","Australia/Brisbane"
"E. Australia Standard Time","AU","Australia/Brisbane Australia/Lindeman"
"E. South America Standard Time","001","America/Sao_Paulo"
"E. South America Standard Time","BR","America/Sao_Paulo"
"Eastern Standard Time","001","America/New_York"
"Eastern Standard Time","BS","America/Nassau"
"Eastern Standard Time","CA","America/Toronto America/Iqaluit America/Montreal America/Nipigon America/Pangnirtung America/Thunder_Bay"
"Eastern Standard Time","CU","America/Havana"
"Eastern Standard Time","HT","America/Port-au-Prince"
"Eastern Standard Time","US","America/New_York America/Detroit America/Indiana/Petersburg America/Indiana/Vincennes America/Indiana/Winamac America/Kentucky/Monticello America/Louisville"
"Eastern Standard Time","ZZ","EST5EDT"
"Eastern Standard Time (Mexico)","001","America/Cancun"
"Eastern Standard Time (Mexico)","MX","America/Cancun"
"Egypt Standard Time","001","Africa/Cairo"
"Egypt Standard Time","EG","Africa/Cairo"
"Ekaterinburg Standard Time","001","Asia/Yekaterinburg"
"Ekaterinburg Standard Time","RU","Asia/Yekaterinburg"
"FLE Standard Time","001","Europe/Kiev"
"FLE Standard Time","AX","Europe/Mariehamn"
"FLE Standard Time","BG","Europe/Sofia"
"FLE Standard Time","EE","Europe/Tallinn"
"FLE Standard Time","FI","Europe/Helsinki"
"FLE Standard Time","LT","Europe/Vilnius"
"FLE Standard Time","LV","Europe/Riga"
"FLE Standard Time","UA","Europe/Kiev Europe/Uzhgorod Europe/Zaporozhye"
"Fiji Standard Time","001","Pacific/Fiji"
"Fiji Standard Time","FJ","Pacific/Fiji"
"GMT Standard Time","001","Europe/London"
"GMT Standard Time","ES","Atlantic/Canary"
"GMT Standard Time","FO","Atlantic/Faeroe"
"GMT Standard Time","GB","Europe/London"
"GMT Standard Time","GG","Europe/Guernsey"
"GMT Standard Time","IE","Europe/Dublin"
"GMT Standard Time","IM","Europe/Isle_of_Man"
"GMT Standard Time","JE","Europe/Jersey"
"GMT Standard Time","PT","Europe/Lisbon Atlantic/Madeira"
"GTB Standard Time","001","Europe/Bucharest"
"GTB Standard Time","CY","Asia/Nicosia"
"GTB Standard Time","GR","Europe/Athens"
"GTB Standard Time","MD","Europe/Chisinau"
"GTB Standard Time","RO","Europe/Bucharest"
"Georgian Standard Time","001","Asia/Tbilisi"
"Georgian Standard Time","GE","Asia/Tbilisi"
"Greenland Standard Time","001","America/Godthab"
"Greenland Standard Time","GL","America/Godthab"
"Greenwich Standard Time","001","Atlantic/Reykjavik"
"Greenwich Standard Time","BF","Africa/Ouagadougou"
"Greenwich Standard Time","CI","Africa/Abidjan"
"Greenwich Standard Time","GH","Africa/Accra"
"Greenwich Standard Time","GM","Africa/Banjul"
"Greenwich Standard Time","GN","Africa/Conakry"
"Greenwich Standard Time","GW","Africa/Bissau"
"Greenwich Standard Time","IS","Atlantic/Reykjavik"
"Greenwich Standard Time","LR","Africa/Monrovia"
"Greenwich Standard Time","ML","Africa/Bamako"
"Greenwich Standard Time","MR","Africa/Nouakchott"
"Greenwich Standard Time","SH","Atlantic/St_Helena"
"Greenwich Standard Time","SL","Africa/Freetown"
"Greenwich Standard Time","SN","Africa/Dakar"
"Greenwich Standard Time","ST","Africa/Sao_Tome"
"Greenwich Standard Time","TG","Africa/Lome"
"Hawaiian Standard Time","001","Pacific/Honolulu"
"Hawaiian Standard Time","CK","Pacific/Rarotonga"
"Hawaiian Standard Time","PF","Pacific/Tahiti"
"Hawaiian Standard Time","UM","Pacific/Johnston"
"Hawaiian Standard Time","US","Pacific/Honolulu"
"Hawaiian Standard Time","ZZ","Etc/GMT+10"
"India Standard Time","001","Asia/Calcutta"
"India Standard Time","IN","Asia/Calcutta"
"Iran Standard Time","001","Asia/Tehran"
"Iran Standard Time","IR","Asia/Tehran"
"Israel Standard Time","001","Asia/Jerusalem"
"Israel Standard Time","IL","Asia/Jerusalem"
"Jordan Standard Time","001","Asia/Amman"
"Jordan Standard Time","JO","Asia/Amman"
"Kaliningrad Standard Time","001","Europe/Kaliningrad"
"Kaliningrad Standard Time","RU","Europe/Kaliningrad"
"Korea Standard Time","001","Asia/Seoul"
"Korea Standard Time","KP","Asia/Pyongyang"
"Korea Standard Time","KR","Asia/Seoul"
"Libya Standard Time","001","Africa/Tripoli"
"Libya Standard Time","LY","Africa/Tripoli"
"Line Islands Standard Time","001","Pacific/Kiritimati"
"Line Islands Standard Time","KI","Pacific/Kiritimati"
"Line Islands Standard Time","ZZ","Etc/GMT-14"
"Magadan Standard Time","001","Asia/Magadan"
"Magadan Standard Time","RU","Asia/Magadan"
"Mauritius Standard Time","001","Indian/Mauritius"
"Mauritius Standard Time","MU","Indian/Mauritius"
"Mauritius Standard Time","RE","Indian/Reunion"
"Mauritius Standard Time","SC","Indian/Mahe"
"Middle East Standard Time","001","Asia/Beirut"
"Middle East Standard Time","LB","Asia/Beirut"
"Montevideo Standard Time","001","America/Montevideo"
"Montevideo Standard Time","UY","America/Montevideo"
"Morocco Standard Time","001","Africa/Casablanca"
"Morocco Standard Time","EH","Africa/El_Aaiun"
"Morocco Standard Time","MA","Africa/Casablanca"
"Mountain Standard Time","001","America/Denver"
"Mountain Standard Time","CA","America/Edmonton America/Cambridge_Bay America/Inuvik America/Yellowknife"
"Mountain Standard Time","MX","America/Ojinaga"
"Mountain Standard Time","US","America/Denver America/Boise"
"Mountain Standard Time","ZZ","MST7MDT"
"Mountain Standard Time (Mexico)","001","America/Chihuahua"
"Mountain Standard Time (Mexico)","MX","America/Chihuahua America/Mazatlan"
"Myanmar Standard Time","001","Asia/Rangoon"
"Myanmar Standard Time","CC","Indian/Cocos"
"Myanmar Standard Time","MM","Asia/Rangoon"
"N. Central Asia Standard Time","001","Asia/Novosibirsk"
"N. Central Asia Standard Time","RU","Asia/Novosibirsk Asia/Omsk"
"Namibia Standard Time","001","Africa/Windhoek"
"Namibia Standard Time","NA","Africa/Windhoek"
"Nepal Standard Time","001","Asia/Katmandu"
"Nepal Standard Time","NP","Asia/Katmandu"
"New Zealand Standard Time","001","Pacific/Auckland"
"New Zealand Standard Time","AQ","Antarctica/McMurdo"
"New Zealand Standard Time","NZ","Pacific/Auckland"
"Newfoundland Standard Time","001","America/St_Johns"
"Newfoundland Standard Time","CA","America/St_Johns"
"North Asia East Standard Time","001","Asia/Irkutsk"
"North Asia East Standard Time","RU","Asia/Irkutsk Asia/Chita"
"North Asia Standard Time","001","Asia/Krasnoyarsk"
"North Asia Standard Time","RU","Asia/Krasnoyarsk Asia/Novokuznetsk"
"Pacific SA Standard Time","001","America/Santiago"
"Pacific SA Standard Time","AQ","Antarctica/Palmer"
"Pacific SA Standard Time","CL","America/Santiago"
"Pacific Standard Time","001","America/Los_Angeles"
"Pacific Standard Time","CA","America/Vancouver America/Dawson America/Whitehorse"
"Pacific Standard Time","MX","America/Tijuana"
"Pacific Standard Time","US","America/Los_Angeles"
"Pacific Standard Time","ZZ","PST8PDT"
"Pacific Standard Time (Mexico)","001","America/Santa_Isabel"
"Pacific Standard Time (Mexico)","MX","America/Santa_Isabel"
"Pakistan Standard Time","001","Asia/Karachi"
"Pakistan Standard Time","PK","Asia/Karachi"
"Paraguay Standard Time","001","America/Asuncion"
"Paraguay Standard Time","PY","America/Asuncion"
"Romance Standard Time","001","Europe/Paris"
"Romance Standard Time","BE","Europe/Brussels"
"Romance Standard Time","DK","Europe/Copenhagen"
"Romance Standard Time","ES","Europe/Madrid Africa/Ceuta"
"Romance Standard Time","FR","Europe/Paris"
"Russia Time Zone 10","001","Asia/Srednekolymsk"
"Russia Time Zone 10","RU","Asia/Srednekolymsk"
"Russia Time Zone 11","001","Asia/Kamchatka"
"Russia Time Zone 11","RU","Asia/Kamchatka Asia/Anadyr"
"Russia Time Zone 3","001","Europe/Samara"
"Russia Time Zone 3","RU","Europe/Samara"
"Russian Standard Time","001","Europe/Moscow"
"Russian Standard Time","RU","Europe/Moscow Europe/Simferopol Europe/Volgograd"
"SA Eastern Standard Time","001","America/Cayenne"
"SA Eastern Standard Time","AQ","Antarctica/Rothera"
"SA Eastern Standard Time","BR","America/Fortaleza America/Araguaina America/Belem America/Maceio America/Recife America/Santarem"
"SA Eastern Standard Time","FK","Atlantic/Stanley"
"SA Eastern Standard Time","GF","America/Cayenne"
"SA Eastern Standard Time","SR","America/Paramaribo"
"SA Eastern Standard Time","ZZ","Etc/GMT+3"
"SA Pacific Standard Time","001","America/Bogota"
"SA Pacific Standard Time","BR","America/Rio_Branco America/Eirunepe"
"SA Pacific Standard Time","CA","America/Coral_Harbour"
"SA Pacific Standard Time","CO","America/Bogota"
"SA Pacific Standard Time","EC","America/Guayaquil"
"SA Pacific Standard Time","JM","America/Jamaica"
"SA Pacific Standard Time","KY","America/Cayman"
"SA Pacific Standard Time","PA","America/Panama"
"SA Pacific Standard Time","PE","America/Lima"
"SA Pacific Standard Time","ZZ","Etc/GMT+5"
"SA Western Standard Time","001","America/La_Paz"
"SA Western Standard Time","AG","America/Antigua"
"SA Western Standard Time","AI","America/Anguilla"
"SA Western Standard Time","AW","America/Aruba"
"SA Western Standard Time","BB","America/Barbados"
"SA Western Standard Time","BL","America/St_Barthelemy"
"SA Western Standard Time","BO","America/La_Paz"
"SA Western Standard Time","BQ","America/Kralendijk"
"SA Western Standard Time","BR","America/Manaus America/Boa_Vista America/Porto_Velho"
"SA Western Standard Time","CA","America/Blanc-Sablon"
"SA Western Standard Time","CW","America/Curacao"
"SA Western Standard Time","DM","America/Dominica"
"SA Western Standard Time","DO","America/Santo_Domingo"
"SA Western Standard Time","GD","America/Grenada"
"SA Western Standard Time","GP","America/Guadeloupe"
"SA Western Standard Time","GY","America/Guyana"
"SA Western Standard Time","KN","America/St_Kitts"
"SA Western Standard Time","LC","America/St_Lucia"
"SA Western Standard Time","MF","America/Marigot"
"SA Western Standard Time","MQ","America/Martinique"
"SA Western Standard Time","MS","America/Montserrat"
"SA Western Standard Time","PR","America/Puerto_Rico"
"SA Western Standard Time","SX","America/Lower_Princes"
"SA Western Standard Time","TC","America/Grand_Turk"
"SA Western Standard Time","TT","America/Port_of_Spain"
"SA Western Standard Time","VC","America/St_Vincent"
"SA Western Standard Time","VG","America/Tortola"
"SA Western Standard Time","VI","America/St_Thomas"
"SA Western Standard Time","ZZ","Etc/GMT+4"
"SE Asia Standard Time","001","Asia/Bangkok"
"SE Asia Standard Time","AQ","Antarctica/Davis"
"SE Asia Standard Time","CX","Indian/Christmas"
"SE Asia Standard Time","ID","Asia/Jakarta Asia/Pontianak"
"SE Asia Standard Time","KH","Asia/Phnom_Penh"
"SE Asia Standard Time","LA","Asia/Vientiane"
"SE Asia Standard Time","MN","Asia/Hovd"
"SE Asia Standard Time","TH","Asia/Bangkok"
"SE Asia Standard Time","VN","Asia/Saigon"
"SE Asia Standard Time","ZZ","Etc/GMT-7"
"Samoa Standard Time","001","Pacific/Apia"
"Samoa Standard Time","WS","Pacific/Apia"
"Singapore Standard Time","001","Asia/Singapore"
"Singapore Standard Time","BN","Asia/Brunei"
"Singapore Standard Time","ID","Asia/Makassar"
"Singapore Standard Time","MY","Asia/Kuala_Lumpur Asia/Kuching"
"Singapore Standard Time","PH","Asia/Manila"
"Singapore Standard Time","SG","Asia/Singapore"
"Singapore Standard Time","ZZ","Etc/GMT-8"
"South Africa Standard Time","001","Africa/Johannesburg"
"South Africa Standard Time","BI","Africa/Bujumbura"
"South Africa Standard Time","BW","Africa/Gaborone"
"South Africa Standard Time","CD","Africa/Lubumbashi"
"South Africa Standard Time","LS","Africa/Maseru"
"South Africa Standard Time","MW","Africa/Blantyre"
"South Africa Standard Time","MZ","Africa/Maputo"
"South Africa Standard Time","RW","Africa/Kigali"
"South Africa Standard Time","SZ","Africa/Mbabane"
"South Africa Standard Time","ZA","Africa/Johannesburg"
"South Africa Standard Time","ZM","Africa/Lusaka"
"South Africa Standard Time","ZW","Africa/Harare"
"South Africa Standard Time","ZZ","Etc/GMT-2"
"Sri Lanka Standard Time","001","Asia/Colombo"
"Sri Lanka Standard Time","LK","Asia/Colombo"
"Syria Standard Time","001","Asia/Damascus"
"Syria Standard Time","SY","Asia/Damascus"
"Taipei Standard Time","001","Asia/Taipei"
"Taipei Standard Time","TW","Asia/Taipei"
"Tasmania Standard Time","001","Australia/Hobart"
"Tasmania Standard Time","AU","Australia/Hobart Australia/Currie"
"Tokyo Standard Time","001","Asia/Tokyo"
"Tokyo Standard Time","ID","Asia/Jayapura"
"Tokyo Standard Time","JP","Asia/Tokyo"
"Tokyo Standard Time","PW","Pacific/Palau"
"Tokyo Standard Time","TL","Asia/Dili"
"Tokyo Standard Time","ZZ","Etc/GMT-9"
"Tonga Standard Time","001","Pacific/Tongatapu"
"Tonga Standard Time","KI","Pacific/Enderbury"
"Tonga Standard Time","TK","Pacific/Fakaofo"
"Tonga Standard Time","TO","Pacific/Tongatapu"
"Tonga Standard Time","ZZ","Etc/GMT-13"
"Turkey Standard Time","001","Europe/Istanbul"
"Turkey Standard Time","TR","Europe/Istanbul"
"US Eastern Standard Time","001","America/Indianapolis"
"US Eastern Standard Time","US","America/Indianapolis America/Indiana/Marengo America/Indiana/Vevay"
"US Mountain Standard Time","001","America/Phoenix"
"US Mountain Standard Time","CA","America/Dawson_Creek America/Creston"
"US Mountain Standard Time","MX","America/Hermosillo"
"US Mountain Standard Time","US","America/Phoenix"
"US Mountain Standard Time","ZZ","Etc/GMT+7"
"UTC","001","Etc/GMT"
"UTC","GL","America/Danmarkshavn"
"UTC","ZZ","Etc/GMT"
"UTC+12","001","Etc/GMT-12"
"UTC+12","KI","Pacific/Tarawa"
"UTC+12","MH","Pacific/Majuro Pacific/Kwajalein"
"UTC+12","NR","Pacific/Nauru"
"UTC+12","TV","Pacific/Funafuti"
"UTC+12","UM","Pacific/Wake"
"UTC+12","WF","Pacific/Wallis"
"UTC+12","ZZ","Etc/GMT-12"
"UTC-02","001","Etc/GMT+2"
"UTC-02","BR","America/Noronha"
"UTC-02","GS","Atlantic/South_Georgia"
"UTC-02","ZZ","Etc/GMT+2"
"UTC-11","001","Etc/GMT+11"
"UTC-11","AS","Pacific/Pago_Pago"
"UTC-11","NU","Pacific/Niue"
"UTC-11","UM","Pacific/Midway"
"UTC-11","ZZ","Etc/GMT+11"
"Ulaanbaatar Standard Time","001","Asia/Ulaanbaatar"
"Ulaanbaatar Standard Time","MN","Asia/Ulaanbaatar Asia/Choibalsan"
"Venezuela Standard Time","001","America/Caracas"
"Venezuela Standard Time","VE","America/Caracas"
"Vladivostok Standard Time","001","Asia/Vladivostok"
"Vladivostok Standard Time","RU","Asia/Vladivostok Asia/Sakhalin Asia/Ust-Nera"
"W. Australia Standard Time","001","Australia/Perth"
"W. Australia Standard Time","AQ","Antarctica/Casey"
"W. Australia Standard Time","AU","Australia/Perth"
"W. Central Africa Standard Time","001","Africa/Lagos"
"W. Central Africa Standard Time","AO","Africa/Luanda"
"W. Central Africa Standard Time","BJ","Africa/Porto-Novo"
"W. Central Africa Standard Time","CD","Africa/Kinshasa"
"W. Central Africa Standard Time","CF","Africa/Bangui"
"W. Central Africa Standard Time","CG","Africa/Brazzaville"
"W. Central Africa Standard Time","CM","Africa/Douala"
"W. Central Africa Standard Time","DZ","Africa/Algiers"
"W. Central Africa Standard Time","GA","Africa/Libreville"
"W. Central Africa Standard Time","GQ","Africa/Malabo"
"W. Central Africa Standard Time","NE","Africa/Niamey"
"W. Central Africa Standard Time","NG","Africa/Lagos"
"W. Central Africa Standard Time","TD","Africa/Ndjamena"
"W. Central Africa Standard Time","TN","Africa/Tunis"
"W. Central Africa Standard Time","ZZ","Etc/GMT-1"
"W. Europe Standard Time","001","Europe/Berlin"
"W. Europe Standard Time","AD","Europe/Andorra"
"W. Europe Standard Time","AT","Europe/Vienna"
"W. Europe Standard Time","CH","Europe/Zurich"
"W. Europe Standard Time","DE","Europe/Berlin Europe/Busingen"
"W. Europe Standard Time","GI","Europe/Gibraltar"
"W. Europe Standard Time","IT","Europe/Rome"
"W. Europe Standard Time","LI","Europe/Vaduz"
"W. Europe Standard Time","LU","Europe/Luxembourg"
"W. Europe Standard Time","MC","Europe/Monaco"
"W. Europe Standard Time","MT","Europe/Malta"
"W. Europe Standard Time","NL","Europe/Amsterdam"
"W. Europe Standard Time","NO","Europe/Oslo"
"W. Europe Standard Time","SE","Europe/Stockholm"
"W. Europe Standard Time","SJ","Arctic/Longyearbyen"
"W. Europe Standard Time","SM","Europe/San_Marino"
"W. Europe Standard Time","VA","Europe/Vatican"
"West Asia Standard Time","001","Asia/Tashkent"
"West Asia Standard Time","AQ","Antarctica/Mawson"
"West Asia Standard Time","KZ","Asia/Oral Asia/Aqtau Asia/Aqtobe"
"West Asia Standard Time","MV","Indian/Maldives"
"West Asia Standard Time","TF","Indian/Kerguelen"
"West Asia Standard Time","TJ","Asia/Dushanbe"
"West Asia Standard Time","TM","Asia/Ashgabat"
"West Asia Standard Time","UZ","Asia/Tashkent Asia/Samarkand"
"West Asia Standard Time","ZZ","Etc/GMT-5"
"West Pacific Standard Time","001","Pacific/Port_Moresby"
"West Pacific Standard Time","AQ","Antarctica/DumontDUrville"
"West Pacific Standard Time","FM","Pacific/Truk"
"West Pacific Standard Time","GU","Pacific/Guam"
"West Pacific Standard Time","MP","Pacific/Saipan"
"West Pacific Standard Time","PG","Pacific/Port_Moresby"
"West Pacific Standard Time","ZZ","Etc/GMT-10"
"Yakutsk Standard Time","001","Asia/Yakutsk"
"Yakutsk Standard Time","RU","Asia/Yakutsk Asia/Khandyga"
